,balls,bikes,blocks,books,coals,dolls,gloves,horses,trains,expected_weight
517,1,0,3,2,0,1,4,0,1,3.46601859413
518,3,0,1,2,2,2,5,1,0,2.65729095353
519,1,0,0,5,0,0,6,3,1,29.5842827866
520,0,0,1,4,2,2,6,1,0,2.30509728366
521,3,0,1,3,1,2,4,2,0,5.43422621964
522,5,0,1,2,0,0,6,0,3,3.6577876123
523,3,0,1,4,2,0,3,0,1,3.74096688969
524,3,1,2,2,2,0,3,0,1,0.229996459396
525,3,1,1,6,1,0,1,2,0,1.8655787765
526,2,1,1,4,3,0,0,1,0,0.379903470379
527,2,0,0,2,1,0,4,2,2,8.96604180239
528,2,0,1,1,1,1,2,1,2,4.71717772559
529,3,2,1,2,0,1,4,2,0,0.547703407024
530,5,1,0,5,1,2,5,0,0,2.63174093482
531,8,0,1,2,0,0,1,0,2,15.1462218857
532,4,0,1,3,0,2,5,2,0,16.7050586588
533,5,2,0,3,0,0,3,1,0,6.91525718457
534,7,1,0,6,0,0,5,0,0,17.0087746082
535,1,0,0,5,1,5,1,1,0,9.159443696
536,5,0,1,6,2,0,3,0,2,0.184107219727
537,4,0,0,6,2,1,3,1,3,0.0973344793008
538,1,0,0,3,1,0,4,1,1,16.7304497043
539,2,1,0,3,0,2,6,1,3,0.329074762779
540,0,2,2,3,0,0,4,0,1,0.623939162668
541,4,1,1,4,0,0,1,0,0,22.5671500185
542,4,0,0,6,0,0,5,4,2,2.0936410055
543,0,0,1,6,0,0,7,2,1,14.974405829
544,1,1,1,2,0,0,1,0,3,3.69139775149
545,6,0,0,3,1,2,4,0,1,8.64696403519
546,3,1,0,1,0,0,1,0,2,20.8972220549
547,6,1,0,4,0,0,1,0,2,9.02066257401
548,2,1,0,6,0,0,4,0,3,2.68448338927
549,1,0,0,5,1,3,6,4,1,0.367640083991
550,3,1,0,3,0,3,3,0,1,7.73979723425
551,4,0,0,2,0,2,4,1,2,18.3726968559
552,2,1,2,1,0,0,5,0,0,12.8395881708
553,4,0,2,3,1,2,3,0,0,4.02280802221
554,8,0,1,4,0,1,2,0,0,36.2852517735
555,4,1,0,3,2,2,5,0,0,1.17862842151
556,2,0,0,1,0,0,10,3,1,30.6409525392
557,4,1,0,4,0,0,1,0,1,23.6330983005
558,2,2,1,7,0,1,0,0,0,2.63758568229
559,2,1,1,4,1,2,0,1,0,2.18690262291
560,2,1,0,3,1,1,4,3,1,0.73612192419
561,8,0,0,2,2,1,3,1,1,2.04637689122
562,2,0,0,6,2,0,3,2,3,0.124910398642
563,2,1,0,3,3,0,1,0,2,0.13993559424
564,3,0,0,5,1,2,6,3,1,1.07123187681
565,8,1,0,4,1,2,1,1,1,0.303855865314
566,4,0,1,5,0,1,3,0,1,22.9227619201
567,5,0,1,4,0,4,1,2,0,3.28831470381
568,0,0,0,4,1,0,2,2,2,10.4986939402
569,9,1,0,1,1,2,5,1,1,0.193468780926
570,3,1,0,2,0,0,4,4,1,5.08066209229
571,3,2,0,4,1,0,5,0,0,2.5814817295
572,1,0,0,4,0,1,4,0,3,20.4554488768
573,4,0,1,3,2,2,4,2,0,0.428458027321
574,5,1,0,3,0,1,1,1,0,23.2097480291
575,1,0,2,5,1,1,9,1,0,1.34758530487
576,1,0,0,3,3,3,4,2,0,0.615827214414
577,3,0,1,4,0,0,6,2,2,2.62332104457
578,7,1,0,3,2,1,3,0,0,1.10843157158
579,4,1,1,2,0,1,4,0,2,1.62175403116
580,4,0,0,2,0,0,0,1,4,11.1246733326
581,1,1,0,3,3,0,4,0,1,0.596559631617
582,1,2,0,1,1,0,1,1,0,5.14561734271
583,4,1,0,3,0,2,1,1,1,9.05561114645
584,1,1,0,6,2,0,1,2,1,0.867167939601
585,4,1,0,1,2,4,3,1,0,0.458988565426
586,1,0,0,3,1,0,4,5,1,6.67235114233
587,2,1,0,5,0,2,6,0,0,17.3586837581
588,2,0,0,7,1,1,2,2,3,0.596493657583
589,2,1,0,1,1,1,1,2,4,0.140430771906
590,3,1,0,1,0,0,1,3,1,14.6965455248
591,4,0,1,1,1,0,4,0,2,7.14585021815
592,1,0,2,2,0,2,4,3,0,3.95398656694
593,1,0,0,3,3,1,4,2,1,0.795510904314
594,0,1,1,4,0,0,3,1,2,3.69650795456
595,3,0,0,1,1,2,5,0,3,3.0666130822
596,3,2,0,1,1,0,3,1,0,3.81842795368
597,2,1,0,3,1,2,4,2,0,3.75288526935
598,5,1,0,3,2,1,8,2,1,0.144553661987
599,3,0,1,5,3,1,6,1,1,0.042891988827
600,3,3,0,4,1,0,2,4,1,0.0
601,4,0,1,1,1,0,2,3,1,5.315736624
602,3,2,1,5,1,0,2,0,0,0.852011460754
603,1,1,0,5,2,3,3,1,0,0.974182443779
604,3,0,0,2,0,2,4,3,1,20.8860023109
605,1,0,0,2,1,3,7,1,3,0.330744837346
606,4,0,0,4,1,2,8,0,0,12.6658785537
607,5,0,0,4,1,3,3,0,2,2.18401670868
608,1,1,0,5,1,3,6,0,1,0.914889226985
609,7,0,1,7,1,0,5,2,1,0.184606813226
610,3,0,0,3,1,0,3,0,3,7.19984715804
611,0,0,0,3,1,2,5,3,0,12.8346501197
612,1,0,1,2,2,2,4,0,1,2.22628258919
613,3,1,2,4,1,1,7,0,0,0.339207312546
614,2,0,1,4,1,0,2,1,1,10.3762753651
615,5,1,1,5,1,0,3,0,1,0.867749349573
616,1,1,0,2,0,0,3,2,1,19.6762548649
617,4,0,0,1,0,0,3,0,4,14.525249576
618,3,0,0,4,0,0,4,2,2,22.6462896664
619,8,0,0,3,1,3,1,2,1,0.784916828505
620,10,0,0,4,1,1,2,0,2,2.05106708439
621,2,0,0,4,2,0,3,1,2,2.83986866549
622,2,0,0,1,0,0,2,2,3,22.8617994044
623,6,1,0,4,0,0,5,0,1,12.4584079382
624,2,0,1,1,0,1,5,2,2,7.24289511473
625,1,0,1,7,2,2,3,1,0,1.9412266888
626,9,1,1,2,1,0,6,0,0,1.26354723412
627,2,0,1,0,1,0,5,3,1,5.79160140275
628,3,1,0,2,2,1,4,0,1,1.11266130673
629,4,0,1,3,0,2,3,2,0,23.5633651757
630,5,1,0,2,2,0,2,1,1,1.06902139787
631,4,1,0,3,1,1,4,0,1,3.95880258378
632,3,0,0,4,2,2,5,3,1,0.274960655402
633,1,0,0,1,0,0,2,4,2,28.1711820554
634,9,0,0,3,0,4,2,1,0,19.4830941178
635,4,0,0,1,1,1,6,1,2,6.01521642698
636,3,1,0,8,1,2,1,0,1,1.49726599319
637,5,0,0,6,3,0,2,0,3,0.091914474592
638,4,0,0,4,0,1,5,1,2,16.6201120973
639,8,2,0,1,0,0,1,0,1,3.81533084048
640,3,0,1,2,0,1,3,2,1,20.7142235356
641,4,1,0,4,0,1,2,0,1,15.225410669
642,1,0,2,2,0,4,1,0,0,21.009063534
643,5,2,1,3,0,0,4,0,1,0.557621671544
644,3,0,0,3,1,3,8,2,1,1.42273240617
645,2,0,0,3,0,1,3,2,3,7.48117722682
646,2,0,0,5,4,0,2,3,1,0.175827922962
647,1,1,0,1,3,1,4,0,1,0.540638390175
648,4,1,0,3,0,0,0,2,2,6.09588610816
649,3,0,1,5,4,1,1,0,1,0.0
650,4,1,0,4,1,0,7,1,1,1.65665059332
651,4,0,1,4,2,0,3,2,1,0.941805654557
652,1,0,0,0,1,0,3,0,0,21.6604919658
653,4,1,1,7,0,0,5,0,1,2.55724026939
654,1,0,1,5,0,0,1,2,3,3.89162383206
655,3,1,1,1,0,0,2,0,1,16.8294017331
656,5,0,0,5,1,3,2,3,0,3.28609622025
657,2,0,0,2,2,1,2,1,2,3.23326164858
658,3,0,0,6,1,3,1,2,0,8.72193182225
659,3,1,0,4,0,1,4,2,1,5.15453888372
660,4,2,0,6,1,2,5,1,0,0.0
661,2,0,0,4,3,0,3,0,2,0.837960276381
662,1,1,0,3,0,1,3,0,1,22.95707984
663,1,0,0,2,1,3,4,2,1,7.26356188368
664,2,1,0,6,0,0,2,0,1,20.5505983276
665,4,0,0,2,5,0,3,1,2,0.0
666,4,0,0,3,1,2,4,0,1,11.2369421166
667,7,1,0,3,0,1,5,1,3,0.045037774057
668,5,0,0,7,1,1,1,2,1,5.15258023371
669,2,1,0,5,2,0,6,1,0,1.46333918258
670,1,0,0,4,1,3,4,1,2,3.05184865805
671,6,1,0,1,2,4,8,0,0,0.0496751338794
672,5,1,0,6,0,1,9,0,1,2.79053271563
673,3,0,1,2,0,0,5,2,2,7.98227998812
674,5,0,1,4,0,2,9,1,1,1.03905327627
675,2,0,0,5,1,6,4,2,0,0.830973700169
676,2,0,1,5,2,3,4,0,0,1.83274072378
677,0,0,0,1,1,0,2,0,4,8.11844590174
678,0,1,1,4,2,1,3,1,0,0.874425183987
679,5,0,0,3,0,2,4,1,1,29.5182263755
680,6,1,0,2,1,0,3,1,1,3.50980191314
681,1,1,2,2,2,3,5,0,0,0.0976992475942
682,2,0,1,1,2,2,3,2,0,3.09241882885
683,2,1,0,2,1,0,4,2,0,9.26493843446
684,1,1,1,2,4,3,5,2,1,0.0
685,3,0,0,4,1,2,3,2,1,5.38759862633
686,1,1,0,4,1,0,2,1,3,0.979278089096
687,6,0,0,5,1,0,4,2,2,1.98859180868
688,8,0,0,2,1,5,4,2,0,0.288133118763
689,2,0,1,2,0,3,8,1,0,20.3719156049
690,2,0,1,3,0,1,4,0,1,33.1845595187
691,1,1,0,3,0,1,5,2,1,9.6557424863
692,3,1,1,5,0,0,2,0,0,19.9038708795
693,6,1,0,5,0,0,4,3,1,1.82294193567
694,4,0,0,5,0,3,6,2,2,0.554168867338
695,1,0,0,1,2,4,3,2,2,0.234917068452
696,1,1,0,5,0,1,4,1,0,23.5253351037
697,2,0,1,6,3,1,4,1,0,0.674926720522
698,0,0,2,3,0,1,7,2,1,2.60428958061
699,5,0,1,1,1,1,2,0,0,16.0007519057
700,1,0,0,2,2,0,6,2,2,2.89745612136
701,4,1,1,5,0,0,3,1,1,2.84184718562
702,1,1,0,2,1,0,2,0,1,11.3700534866
703,0,1,0,2,1,2,4,1,2,1.39922556027
704,3,1,1,4,0,1,8,0,0,6.87248596825
705,5,1,1,0,1,0,3,0,0,7.01035810145
706,3,1,0,2,0,2,5,2,1,3.74105374417
707,1,1,0,4,0,0,3,1,2,10.9532627412
708,1,0,0,5,0,4,5,3,1,2.55925834801
709,1,0,0,4,0,0,1,0,3,31.1805216294
710,2,0,0,3,2,2,6,1,2,0.694633519956
711,3,0,0,1,1,5,8,0,2,0.220318181695
712,6,2,0,4,0,1,4,0,0,3.27527546174
713,2,0,1,7,1,2,7,1,1,0.222470865517
714,3,1,0,1,0,0,3,4,0,18.1323401927
715,6,0,1,3,3,2,2,1,0,0.278306017947
716,5,0,0,3,0,1,9,4,0,14.4758072097
717,1,2,0,2,1,0,2,0,0,7.5183436253
718,5,0,0,2,0,0,3,2,4,2.37849537262
719,7,0,0,5,1,4,3,0,0,6.10643270608
720,8,1,0,5,2,0,3,0,0,1.52830954232
721,4,0,0,2,1,0,3,0,2,13.7726739488
722,0,1,0,8,3,2,6,2,0,0.0
723,3,2,0,1,2,0,3,0,1,0.553117143389
724,2,0,2,3,3,0,2,1,1,0.139488922482
725,1,0,1,1,2,1,4,0,3,0.741573326341
726,1,0,0,4,1,5,3,1,1,2.57363393218
727,3,0,0,4,0,2,2,2,2,11.005298464
728,3,0,2,3,1,0,4,1,1,1.44384513882
729,2,3,0,5,0,0,3,3,0,0.236937702068
730,3,0,1,0,1,1,5,2,0,11.8539375854
731,3,0,1,3,0,1,3,1,2,9.03215033089
732,2,0,0,5,1,0,4,1,3,3.09155510409
733,8,0,0,4,2,0,3,0,2,1.33743211561
734,6,1,0,5,1,0,6,0,2,0.242944925062
735,4,2,0,2,2,1,3,0,0,0.504029267877
736,6,0,0,8,0,1,5,1,1,12.8093247127
737,5,0,0,6,2,3,5,0,1,0.79231064228
738,5,0,0,1,0,1,3,3,1,30.2755982615
739,6,0,1,3,1,2,4,1,1,1.04721483793
740,3,1,0,0,1,0,5,2,3,0.235012326287
741,3,1,1,2,1,0,2,1,0,5.62213504402
742,4,1,1,3,0,1,4,3,0,1.25147625647
743,1,0,1,3,1,0,4,0,3,2.74217176584
744,2,1,0,4,0,0,6,1,0,26.17868374
745,6,0,1,3,1,0,3,1,1,6.17002519949
746,3,0,0,2,0,1,8,3,1,19.4973381383
747,2,0,1,3,0,1,7,1,1,18.9176137713
748,3,1,0,1,0,2,2,1,0,25.5364599061
749,6,0,1,3,2,0,4,0,1,2.10262968873
750,3,1,1,3,0,0,1,0,1,13.5598780749
751,6,0,0,2,1,3,5,2,1,1.34419928789
752,3,0,0,7,1,0,0,2,1,11.9460675913
753,4,3,0,2,1,1,2,0,1,0.21592768866
754,2,1,0,0,1,2,5,2,0,5.64864480367
755,3,1,2,2,0,1,5,1,1,0.32813948749
756,2,0,2,0,0,0,4,0,1,34.0938370485
757,3,0,0,2,1,0,2,0,1,17.4491508839
758,1,0,1,1,1,1,1,0,3,3.7110960115
759,5,1,0,2,0,3,2,2,0,7.14490218077
760,3,0,0,0,0,0,0,1,3,32.3911018029
761,1,2,0,5,0,0,4,2,3,0.0468506113274
762,3,2,0,4,2,1,1,3,0,0.138174816802
763,3,0,1,2,0,3,5,1,0,25.9666817699
764,3,0,0,3,1,3,3,2,1,4.41587681153
765,5,0,1,7,1,1,4,0,0,7.59944910558
766,1,0,0,4,1,3,4,0,1,11.7122204777
767,2,1,3,4,0,0,3,1,0,0.499797694856
768,5,0,0,8,0,1,2,0,3,4.34414656534
769,0,1,2,4,4,0,4,1,0,0.0
770,1,2,1,3,1,3,5,1,1,0.0
771,1,1,0,0,1,0,2,0,0,16.762661255
772,3,0,1,1,1,0,3,2,3,0.580029580107
773,6,0,1,5,0,1,5,2,1,1.74915907699
774,6,0,0,6,3,0,5,3,1,0.131971227852
775,2,0,1,6,1,0,3,0,0,16.2768775766
776,1,1,2,6,2,1,3,0,0,0.091783348303
777,3,2,0,2,2,2,5,0,1,0.137431577806
778,3,0,0,2,3,0,3,0,3,0.417530977169
779,6,0,0,6,0,6,4,2,0,0.331005491794
780,1,0,0,1,2,2,3,1,3,0.929252201569
781,1,1,0,3,0,0,3,0,1,28.0936078857
782,3,0,1,3,1,2,2,2,1,1.63258880707
783,4,2,0,3,2,2,1,1,0,0.0
784,0,0,2,3,0,0,2,0,2,18.0249793514
785,3,0,0,2,1,0,4,0,0,18.6629748043
786,1,1,0,1,1,0,3,1,3,1.67225382936
787,3,0,0,3,0,1,3,2,3,5.27326351674
788,5,0,0,3,1,2,2,1,0,15.528661006
789,4,0,0,1,0,2,3,2,2,12.9441978754
790,3,0,0,4,1,0,4,0,1,16.7094510053
791,5,1,0,1,1,1,6,4,1,0.377279838914
792,1,1,1,3,0,2,0,0,1,9.61613810784
793,1,1,0,3,2,1,2,0,1,2.17335455558
794,4,1,0,4,1,2,3,0,0,5.13212365445
795,3,1,0,9,0,0,3,0,1,10.7718724187
796,9,0,0,3,0,1,1,0,1,35.8052893863
797,4,0,0,7,0,1,5,3,1,6.889230018
798,5,1,0,6,0,0,6,0,2,2.90328280236
799,6,0,1,5,0,0,3,4,0,6.34447162296
800,1,1,2,3,1,0,5,1,0,1.52354813694
801,2,1,2,4,1,1,9,2,0,0.0
802,5,1,0,2,0,1,0,0,0,31.0903952001
803,1,0,0,1,0,2,2,0,3,26.3947540017
804,6,0,1,6,0,0,1,1,1,18.3012478445
805,2,1,0,5,0,1,4,0,1,15.8151006585
806,3,0,0,0,2,4,3,3,1,0.452242326873
807,3,0,0,4,2,1,9,2,1,0.818231354926
808,4,0,1,6,2,1,5,0,1,0.645486789735
809,10,1,0,4,0,1,5,0,1,2.07305658957
810,2,1,0,4,0,1,3,0,0,30.0779328269
811,1,0,1,3,2,2,5,0,1,1.62171668092
812,4,0,0,7,1,1,7,1,3,0.270637961148
813,3,0,0,3,0,0,4,3,2,16.6791139295
814,3,0,0,4,1,0,1,1,4,1.79602180816
815,2,0,1,4,1,0,5,2,2,0.824195086273
816,6,0,0,4,1,0,2,0,0,17.1463955909
817,4,1,1,3,0,1,4,1,0,7.89603918923
818,4,1,0,1,0,1,2,1,0,29.314699684
819,3,1,0,8,1,2,1,1,1,0.775734354604
820,2,1,1,2,1,0,3,0,0,9.72681309651
821,2,2,0,4,1,2,2,1,1,0.135533388803
822,5,0,2,3,1,0,4,0,1,2.05679953765
823,3,1,0,3,1,0,8,0,0,9.54679619424
824,1,0,0,1,0,2,3,5,0,35.4469505313
825,0,0,0,4,1,2,2,0,2,11.438057578
826,2,1,0,0,0,1,4,0,1,26.053962149
827,10,0,0,12,3,1,11,2,0,0.0
828,6,0,1,7,1,1,5,1,2,0.0
829,1,0,0,4,0,1,6,2,2,16.8044957242
830,4,1,0,4,1,2,3,1,2,0.320534874324
831,5,2,0,3,1,1,3,2,0,0.611489406787
832,1,2,0,3,0,0,1,0,1,10.9320381461
833,1,0,0,2,1,1,1,2,2,9.69280371841
834,2,0,1,2,0,1,2,1,1,33.8865197245
835,5,1,0,1,0,1,5,0,3,1.71341442602
836,2,0,0,2,0,1,2,4,1,30.6355198037
837,0,0,1,1,2,2,3,0,1,3.70614719543
838,4,0,0,7,2,0,5,1,2,0.79333516799
839,5,0,0,3,2,3,5,0,1,1.58638735855
840,0,0,0,3,2,1,4,2,3,0.397978551251
841,3,0,1,2,0,1,2,4,2,0.790521068118
842,1,0,0,7,2,1,1,0,3,0.823724076602
843,3,1,0,2,1,0,4,0,1,7.25045313817
844,6,0,1,3,0,1,10,0,1,6.76392385685
845,6,1,0,1,0,0,3,0,2,9.77319241893
846,3,1,0,2,1,2,1,4,2,0.0
847,4,0,1,4,1,0,2,1,1,8.47300529525
848,4,0,0,2,0,0,2,0,2,32.9723075227
849,1,1,0,3,0,3,2,0,1,14.4224117344
850,2,1,1,3,3,1,7,1,0,0.0995507812055
851,1,1,0,2,0,4,5,0,1,6.63635581562
852,2,1,0,2,1,2,7,1,2,0.625541550786
853,1,0,1,2,2,1,2,1,2,1.05430185107
854,6,1,0,5,0,0,4,1,2,2.22612851784
855,1,0,1,1,0,2,3,1,2,13.3480406446
856,2,0,0,1,1,1,6,0,3,5.47919234209
857,4,0,0,9,1,1,1,0,1,10.3404924223
858,2,0,1,3,3,1,1,0,1,0.757130810138
859,2,1,1,4,1,1,0,2,0,2.74963542799
860,1,1,0,2,1,0,6,0,2,4.1889861811
861,2,1,0,3,0,2,0,0,2,8.9280023815
862,5,3,0,1,0,0,0,0,0,4.65715554418
863,4,0,0,6,0,0,0,0,4,6.74162808611
864,2,0,1,1,1,2,3,0,2,3.94320104656
865,5,0,0,1,0,1,4,0,2,33.1597454498
866,6,1,0,3,0,1,3,0,2,3.89618752252
867,1,0,1,2,0,0,4,5,1,7.32529841647
868,2,0,1,4,0,2,4,3,0,13.0082117226
869,3,0,0,4,2,1,4,1,2,1.82133598323
870,5,1,0,2,0,2,3,1,0,18.0605882085
871,2,0,0,6,2,2,4,2,2,0.0455199576193
872,1,0,0,0,0,0,1,2,4,15.7504600171
873,3,1,0,3,4,1,2,1,0,0.236287614233
874,2,1,1,4,1,5,3,1,0,0.0475084871459
875,7,0,0,3,0,1,4,1,1,30.8867640133
876,5,1,0,5,0,1,4,0,1,8.21476755988
877,1,0,0,2,2,0,0,3,3,1.03437410099
878,2,0,0,4,4,0,4,1,0,0.952179441809
879,6,1,0,4,2,0,2,1,0,1.90837204191
880,0,4,0,2,0,2,6,0,0,0.288726781316
881,5,2,1,1,1,0,3,0,0,0.862219321767
882,3,0,1,8,1,0,1,0,2,3.43581593777
883,10,0,0,6,3,1,5,2,0,0.0
884,6,0,2,1,1,2,8,0,0,1.03791353961
885,3,1,0,5,1,2,2,0,2,0.627787717631
886,7,0,1,7,1,0,3,0,2,0.511875819677
887,5,1,0,5,0,0,7,1,1,4.92861051288
888,4,0,1,4,1,1,2,1,1,4.11323622163
889,9,1,0,3,0,1,5,2,1,0.846730211695
890,5,0,0,0,2,0,0,3,3,0.399257468961
891,7,2,0,5,0,0,2,1,1,0.908377933738
892,3,0,0,4,2,3,2,2,1,0.690294068337
893,2,1,0,5,0,0,5,2,3,0.474440628472
894,1,0,0,4,2,0,4,2,2,1.95948715288
895,7,0,1,4,0,0,0,1,2,7.72876493003
896,1,0,0,5,1,1,5,0,3,3.78345582606
897,4,1,1,1,0,0,4,0,2,3.26011987633
898,1,2,0,4,0,0,5,2,1,1.68540210867
899,4,1,0,3,1,0,4,1,1,3.32371943307
900,9,0,1,4,1,1,2,0,0,8.58400742127
901,4,0,0,4,0,1,4,2,3,2.67173437428
902,3,1,0,2,0,1,7,1,3,0.625733473272
903,1,0,0,3,1,0,3,2,0,17.870102824
904,2,0,1,6,1,2,3,0,1,4.45819659877
905,8,0,0,4,1,1,3,2,2,0.689250506432
906,5,1,1,2,1,0,3,1,0,4.02391941096
907,8,0,1,4,3,1,5,0,0,0.277200759026
908,5,0,1,2,0,0,2,0,2,24.1037602332
909,1,0,0,7,0,1,4,1,2,18.9018466138
910,1,1,0,4,2,1,2,1,1,1.72695340139
911,6,0,1,3,0,1,5,2,0,18.3843357388
912,2,0,0,5,0,1,5,1,2,19.0596527752
913,4,1,0,3,2,1,2,0,2,0.309759442835
914,2,2,0,2,1,0,7,0,2,0.230109573815
915,6,0,1,3,0,0,5,2,0,31.3641270759
916,4,0,0,4,2,1,3,3,1,0.651938786771
917,0,0,1,3,1,1,9,1,1,4.82483914171
918,5,0,1,1,1,0,6,1,1,6.87353691762
919,2,2,0,1,0,0,2,1,0,14.8041271117
920,2,0,1,5,1,1,7,1,1,2.78124761008
921,5,2,0,2,0,1,3,0,0,7.7875724086
922,2,1,0,4,1,1,5,1,3,0.0975581231847
923,5,0,0,0,0,1,4,1,1,35.1667624191
924,3,1,1,5,2,1,3,1,0,0.232197485098
925,9,0,0,6,2,2,6,2,0,0.230066543747
926,1,0,1,5,0,2,7,0,1,15.7784360609
927,3,0,0,4,2,1,8,1,1,2.16765745272
928,2,1,1,2,1,1,5,1,0,2.78484777452
929,2,1,0,5,0,0,4,0,2,10.1348059549
930,5,0,0,5,1,0,7,3,2,0.357902082638
931,3,0,0,1,1,1,7,0,0,18.9957116118
932,2,0,0,4,2,2,4,2,1,1.80883666214
933,4,0,1,5,0,0,2,0,2,17.0974849421
934,4,1,0,5,2,0,2,2,0,1.50672718397
935,3,1,1,4,1,1,3,2,1,0.0482663512407
936,1,0,1,2,1,0,0,0,0,19.1135031621
937,4,0,0,4,1,1,4,0,2,7.31121184649
938,1,0,0,5,2,0,6,0,0,8.20347063916
939,2,0,0,4,3,2,1,0,2,0.598072807754
940,1,0,0,3,2,2,5,1,0,6.58383592487
941,4,0,0,1,0,1,5,2,2,18.3315927065
942,3,0,0,4,1,0,5,2,4,0.188781603622
943,4,0,0,2,1,1,5,3,1,5.210249684
944,4,0,0,4,1,0,4,0,2,10.5915358967
945,3,2,0,5,0,2,2,0,0,4.63479360612
946,0,1,0,2,3,0,0,0,0,2.85078086305
947,3,1,0,3,1,0,7,0,1,5.0882825673
948,3,1,2,2,0,0,2,0,0,12.7116815765
949,4,1,0,6,1,0,3,3,0,1.81024363726
950,6,0,0,2,0,1,5,3,2,3.42548265383
951,2,0,0,1,0,0,4,0,3,31.2731584176
952,2,1,0,4,0,0,3,0,1,24.6720738991
953,4,1,0,1,0,1,1,0,1,24.1494150487
954,4,0,0,3,0,3,5,0,2,10.7967255926
955,6,0,1,2,0,1,6,1,1,10.2512523226
956,1,2,0,3,0,0,1,1,0,14.3321196792
957,4,1,1,3,0,1,5,1,0,5.68055988134
958,3,0,0,2,1,0,2,0,2,15.2615835608
959,4,0,1,8,0,2,0,3,0,4.06606268514
960,4,2,0,5,0,0,4,0,1,2.75963229829
961,6,2,0,5,0,2,1,3,1,0.0476180091455
962,1,0,0,4,0,1,4,3,3,3.42016018386
963,5,0,1,2,0,2,3,1,1,12.8079211176
964,5,1,0,5,1,0,3,3,1,0.619603135556
965,2,0,0,6,0,1,4,2,1,28.975633247
966,4,1,1,1,0,0,2,1,0,22.1761094469
967,4,0,2,2,0,0,2,4,0,4.89814339901
968,1,0,1,2,1,0,5,1,2,5.72729870744
969,1,1,0,4,0,4,1,0,1,8.74554497997
970,3,2,0,2,3,0,2,0,0,0.501253863567
971,3,0,1,6,2,2,5,2,0,0.132526280502
972,1,0,1,5,0,3,7,1,0,15.7259607757
973,2,0,1,2,0,3,7,2,0,11.7700712602
974,3,1,0,3,1,3,4,0,0,4.90264174844
975,6,0,0,3,1,3,3,1,1,3.68858657923
976,2,0,0,5,1,1,2,1,3,2.60519333198
977,5,1,0,3,1,0,6,2,1,1.25958252359
978,2,0,0,4,1,0,1,0,2,15.058007145
979,7,0,0,2,1,1,5,0,0,17.3054224001
980,2,1,0,4,0,0,2,0,0,30.2767825869
981,4,1,1,2,0,0,5,0,0,20.5344903734
982,1,1,1,1,1,1,2,2,0,4.67203944637
983,5,1,1,2,1,1,2,2,0,1.37936994881
984,5,1,0,3,1,1,3,3,1,0.5131784323
985,3,1,0,4,0,1,5,0,1,13.6966163652
986,3,1,0,3,2,1,3,0,0,3.39543157944
987,2,1,0,2,2,1,3,0,1,2.02094043042
988,3,1,0,3,0,1,6,0,1,14.4231805312
989,2,1,1,9,2,0,7,0,0,0.274323037766
990,4,0,0,3,0,1,2,1,3,10.1902869578
991,1,0,1,6,1,1,2,0,1,10.5372471297
992,3,0,0,2,1,2,7,1,4,0.0421582624242
993,1,1,1,4,1,0,2,1,1,1.64157442785
994,2,1,3,3,1,0,4,0,0,0.422230785024
995,1,2,0,4,0,0,3,0,0,14.8991418541
996,8,0,0,1,0,0,5,0,2,30.1738103154
997,2,1,1,2,0,0,1,1,1,12.8694970116
998,0,0,1,1,0,1,1,1,3,13.3778500396
999,4,0,0,3,1,1,4,3,2,1.12155633373
1000,2,1,2,4,1,0,2,0,1,0.725602443812
1001,2,0,0,4,1,0,2,0,4,3.84451653165
1002,5,1,0,3,0,3,6,1,0,5.01885679418
1003,3,0,0,4,0,0,4,0,2,33.8905461596
1004,2,0,1,0,2,3,3,0,1,1.75552842119
1005,3,1,0,3,1,1,4,0,1,4.645962871
1006,3,0,0,7,1,0,5,0,2,6.39753648989
1007,3,1,0,4,0,0,8,0,2,4.97726156621
1008,3,0,1,2,1,2,2,1,1,5.47944262304
1009,1,1,0,2,1,0,2,4,1,2.68981411772
1010,4,0,0,3,3,0,7,2,2,0.0486933976082
1011,3,1,0,3,1,3,6,1,0,1.55962006517
1012,3,1,0,0,0,0,4,0,1,28.0083379206
1013,2,0,0,3,1,0,1,2,4,1.01600232704
1014,1,0,0,1,2,0,3,1,0,11.5386783742
1015,6,0,1,4,0,1,4,0,1,17.737464789
1016,3,0,0,6,1,0,7,0,2,6.50254886494
1017,5,0,0,5,0,3,3,0,1,23.5123043405
1018,2,1,0,2,2,0,3,2,0,3.06084243296
1019,5,0,1,2,4,0,3,2,0,0.136182826205
1020,8,1,0,5,2,1,5,2,0,0.0
1021,3,0,0,1,2,0,5,1,4,0.284348690438
1022,5,1,0,5,0,0,4,1,1,8.95047849355
1023,3,1,0,4,0,4,3,0,1,2.99578116575
1024,3,1,0,0,4,1,3,0,1,0.182119316027
1025,1,1,0,3,0,0,7,2,0,23.8349989109
1026,1,0,2,1,1,1,2,0,1,8.93453532634
1027,0,1,0,2,1,2,7,0,0,9.17630356388
1028,1,1,1,4,0,0,4,2,1,4.3716055726
1029,9,0,1,3,1,0,2,0,1,5.66226800945
1030,4,1,0,2,1,1,3,2,0,5.14524140902
1031,0,1,0,1,1,0,1,3,3,0.679191003745
1032,2,0,1,0,3,0,5,1,3,0.0472353989371
1033,4,0,0,3,2,0,6,0,3,0.827547558233
