,balls,bikes,blocks,books,coals,dolls,gloves,horses,trains,expected_weight
522,7,1,0,6,0,2,1,0,2,0.775235567841
523,2,0,0,2,3,0,1,0,1,3.57201452269
524,3,0,0,3,2,2,2,0,3,0.578718768613
525,1,0,0,3,0,0,5,0,5,4.51284858484
526,4,2,0,4,0,0,4,0,2,1.47909152548
527,4,0,0,1,2,2,5,0,3,0.372109495874
528,8,2,0,4,2,0,4,0,3,0.0
529,3,0,2,3,3,1,3,0,2,0.0
530,1,2,0,1,0,1,3,0,1,8.31895986008
531,3,1,0,4,1,0,4,1,1,3.78430626458
532,4,1,0,6,0,1,4,0,1,9.1026061646
533,1,1,0,4,0,0,4,1,4,0.590076687442
534,4,0,1,3,0,0,5,2,2,3.4212922536
535,7,1,0,5,2,0,1,0,2,0.272322872333
536,4,1,0,4,1,0,1,0,1,7.17627532589
537,8,0,1,1,1,1,6,2,2,0.0
538,7,1,0,6,1,1,0,0,2,0.460059287992
539,2,1,1,8,2,2,6,1,0,0.0
540,4,1,1,6,1,1,4,1,2,0.0457169779641
541,8,0,0,4,2,1,2,0,3,0.049963706401
542,2,0,0,1,0,3,6,4,0,24.4152163284
543,4,0,0,5,1,1,1,0,2,8.54962659517
544,8,1,0,2,1,1,4,0,1,1.56275955609
545,3,1,0,0,1,0,4,0,2,4.7155556283
546,3,0,0,3,0,0,3,1,3,18.8584486444
547,3,0,1,6,1,0,1,1,3,0.37262334257
548,7,2,0,5,0,0,1,0,2,0.688577808296
549,5,0,0,5,1,0,3,1,5,0.0
550,2,0,1,2,3,0,3,0,5,0.0
551,1,0,1,2,2,0,3,0,4,0.278176267949
552,4,1,0,1,2,1,5,0,1,1.21682693456
553,7,1,0,0,1,0,2,0,0,11.8441192101
554,5,0,0,8,1,0,4,0,0,16.5332231851
555,3,1,0,2,2,0,4,4,2,0.0
556,4,0,2,6,0,0,2,0,2,1.69472862257
557,7,1,0,2,0,0,4,0,2,5.91266700691
558,4,0,0,2,3,1,0,1,3,0.116921311874
559,4,1,1,2,2,1,4,2,1,0.094665425878
560,1,0,1,3,1,0,6,0,3,1.76494372939
561,1,0,0,4,1,5,2,1,2,1.12005313148
562,5,2,0,4,1,0,5,0,0,1.60281960226
563,4,1,0,5,0,0,4,1,1,10.098555108
564,3,0,0,3,0,0,7,4,2,5.22523945479
565,7,0,0,4,2,0,9,0,4,0.0
566,5,1,0,4,0,0,1,0,1,20.2424534115
567,2,1,0,2,2,0,4,1,4,0.0984078801209
568,2,0,1,4,1,0,5,0,5,0.0
569,6,1,0,6,4,0,2,2,1,0.0
570,2,1,1,4,2,0,4,0,0,1.1223785073
571,2,0,0,5,0,0,2,4,3,2.28041812782
572,4,0,0,2,1,0,0,4,3,1.22525339681
573,2,0,0,3,0,0,4,1,3,19.6551155182
574,6,1,0,4,1,0,0,0,1,6.35057577654
575,2,0,0,5,1,1,4,0,4,0.698481506791
576,2,2,0,4,0,0,1,0,0,16.8251007994
577,5,0,0,8,0,3,5,3,2,0.0
578,0,0,0,4,0,0,0,0,3,32.2257250921
579,5,0,0,5,1,0,5,0,3,2.66244550037
580,6,0,0,5,0,0,6,1,3,3.02394500417
581,2,1,1,2,0,1,5,2,0,6.24504018585
582,8,0,0,4,1,2,4,1,2,0.2448496277
583,3,0,1,8,0,0,4,0,2,7.67770831424
584,5,0,0,3,1,0,2,3,3,0.64477074626
585,7,0,0,5,0,0,4,0,5,0.272011101734
586,15,1,0,13,4,1,13,2,0,0.0
587,2,2,0,5,0,1,4,2,0,2.18919543311
588,5,0,0,0,1,0,8,1,3,2.5191066755
589,1,1,1,4,1,0,1,0,2,1.79932542754
590,1,1,0,1,1,0,8,4,2,0.2709982763
591,1,0,0,5,0,0,4,3,2,17.5613592502
592,2,0,0,2,0,0,8,0,3,22.1124946546
593,3,0,0,5,0,0,4,0,5,1.35945287334
594,5,0,0,4,0,0,12,1,2,6.97774588835
595,4,0,0,6,1,0,3,0,4,0.732238154186
596,6,1,0,6,1,0,3,0,2,0.601492729672
597,5,1,0,4,1,0,6,1,2,0.504588146246
598,2,0,0,5,3,0,2,2,3,0.184225676185
599,2,0,0,6,0,0,2,0,3,23.0733865169
600,0,1,1,2,1,0,3,0,1,6.86425579247
601,7,1,1,3,0,1,3,0,0,8.08113048741
602,2,0,0,3,0,5,2,3,2,0.385607696116
603,3,2,0,3,1,0,3,0,1,1.2400766614
604,2,0,0,3,2,0,3,0,4,0.796189929795
605,4,0,0,4,0,0,5,0,4,5.17588794503
606,6,1,0,1,0,0,5,4,2,0.262707750278
607,4,0,0,4,0,1,2,7,1,0.514140870229
608,5,1,0,5,1,0,6,0,3,0.0978270875355
609,4,1,0,1,1,1,2,2,1,2.09126053674
610,4,0,0,4,1,1,1,2,3,1.14655504891
611,5,1,0,0,0,1,6,0,1,16.6869180506
612,4,2,0,7,0,0,1,0,1,2.65873695164
613,6,1,0,2,0,1,1,2,2,1.94451948388
614,1,0,0,3,1,1,3,3,2,3.93262509134
615,5,1,0,2,2,0,1,0,3,0.28062809019
616,5,0,0,10,2,1,9,1,2,0.0
617,8,1,1,5,0,0,2,1,1,1.01848879625
618,2,0,0,3,1,0,7,0,3,5.4468251869
619,2,0,0,3,0,0,4,2,4,4.03330394027
620,6,0,0,5,0,0,2,0,6,0.0
621,3,0,0,1,0,0,6,6,2,1.98399296511
622,3,0,0,12,2,0,2,0,3,0.243484095287
623,4,1,0,0,2,1,3,0,3,0.0438669429975
624,4,0,0,0,0,0,2,3,5,0.431843682554
625,8,1,0,1,1,2,6,0,0,2.78222086277
626,3,1,0,3,1,0,3,0,0,13.2642185318
627,2,0,0,2,0,0,2,0,4,19.6749202173
628,3,1,0,4,3,0,0,0,1,0.997497461146
629,3,1,0,3,2,0,6,0,1,2.11061519282
630,3,0,0,2,1,0,4,1,2,11.2860337279
631,4,0,0,9,1,0,3,2,3,0.147007741278
632,1,0,0,7,1,1,2,4,3,0.0490010274914
633,0,0,0,8,0,0,3,3,4,1.01168264025
634,1,0,0,5,2,1,7,4,3,0.0
635,9,0,0,5,1,0,2,0,3,1.08101590645
636,1,0,1,5,0,0,2,0,3,11.1348397588
637,4,0,0,8,2,0,5,0,3,0.217409192112
638,2,2,2,3,2,0,5,0,1,0.0
639,1,0,0,3,0,0,2,0,4,19.2737367146
640,1,2,0,6,0,0,9,0,1,1.84106572046
641,5,1,0,7,2,0,2,0,2,0.222482582729
642,4,1,0,3,1,0,0,0,3,1.11381847134
643,3,0,0,5,2,1,2,3,3,0.0962708690433
644,9,2,1,8,1,0,3,0,1,0.0463565745242
645,2,1,0,8,0,0,5,2,1,4.13029628677
646,2,0,0,1,0,0,4,0,4,18.2805438243
647,2,0,0,6,0,2,8,2,2,2.29701617043
648,3,0,0,5,0,0,5,0,4,5.72593657377
649,5,0,0,2,1,1,4,1,2,5.17443842994
650,5,2,0,1,1,0,5,0,1,1.18868993769
651,5,0,0,9,2,0,3,0,3,0.0802093984431
652,7,0,2,2,1,0,6,0,1,0.907923565534
653,4,2,0,5,2,0,3,0,3,0.0
654,4,1,0,2,1,0,2,1,3,0.334949371326
655,5,1,1,4,0,0,4,0,1,4.29085629488
656,2,0,1,9,0,1,3,2,2,0.467539652685
657,6,1,0,5,1,0,5,0,3,0.0492831991141
658,2,0,1,4,0,5,11,2,1,0.0
659,2,0,3,3,0,0,3,1,2,0.284337093086
660,6,0,0,1,0,2,6,2,3,0.367671510341
661,5,1,0,4,1,0,4,0,2,1.70571551751
662,4,0,0,3,2,0,4,1,4,0.180893700865
663,6,1,0,1,0,0,5,3,3,0.190413394938
664,2,1,0,2,0,2,8,3,2,0.137977814996
665,2,0,1,2,0,0,5,0,2,26.7427134109
666,7,0,0,2,1,0,2,1,3,1.96323273727
667,1,1,0,3,0,1,1,2,4,0.22084740807
668,3,1,0,8,1,0,6,6,1,0.0
669,4,0,0,1,2,0,2,0,2,5.39910583121
670,6,1,0,4,0,0,0,1,4,0.241777566995
671,6,0,0,4,4,0,2,0,4,0.0
672,7,1,0,3,1,0,5,4,1,0.188997022862
673,0,0,0,2,3,1,4,0,0,4.74338423984
674,6,0,0,8,0,0,2,0,2,19.6221800551
675,5,0,0,3,1,0,5,0,4,0.850763869259
676,2,2,0,1,2,0,1,1,2,0.328537780375
677,5,0,0,1,3,0,2,4,1,0.646565710275
678,4,1,0,6,0,0,6,0,1,11.6102929809
679,2,0,1,4,1,1,6,0,4,0.0972145393066
680,3,1,0,6,2,0,6,0,3,0.0
681,1,0,0,7,0,1,2,2,3,4.96403492555
682,5,1,1,3,1,0,3,0,2,0.426249735522
683,3,0,0,4,0,0,0,3,4,2.11153652786
684,8,0,0,5,2,0,2,0,3,0.39293150402
685,3,0,0,1,1,0,2,4,2,4.82102739519
686,2,1,1,1,1,0,2,0,1,4.64093139042
687,0,0,0,2,1,0,1,2,4,3.66679223978
688,5,0,0,1,1,0,5,0,6,0.142344348746
689,5,1,0,2,1,0,2,2,4,0.0431765395595
690,9,0,0,4,0,0,6,0,3,3.77518162722
691,4,2,0,0,0,0,6,0,1,6.64737746996
692,1,0,0,3,0,0,4,1,4,8.91108495465
693,2,0,0,6,0,0,4,1,4,2.90160820975
694,7,0,0,1,1,0,5,1,3,1.47188463845
695,3,2,0,3,0,1,2,5,0,0.365824289289
696,3,1,0,4,0,0,4,1,2,5.7989352144
697,3,0,0,5,1,3,4,1,1,4.60465085921
698,2,0,0,0,1,3,7,2,2,1.4445156746
699,2,1,0,4,2,0,5,1,3,0.0445104585179
700,1,0,0,2,0,0,3,2,4,7.62130414998
701,7,0,0,4,1,2,7,4,1,0.0494165074749
702,4,0,0,5,2,1,5,0,2,0.774681916279
703,2,0,1,3,0,0,1,2,3,4.34911944508
704,1,0,0,3,2,0,1,5,2,0.64857759982
705,1,0,0,1,0,2,1,6,3,0.327959982766
706,6,1,0,3,0,0,3,1,5,0.0886484081542
707,1,1,0,6,1,0,0,0,1,9.11598196572
708,2,1,0,1,0,0,4,2,3,2.48391751278
709,3,0,1,6,0,0,1,4,1,4.31182642789
710,4,1,0,2,1,0,3,0,1,7.30150302991
711,0,0,0,2,1,0,2,0,4,7.3760762412
712,0,0,0,5,0,0,5,0,5,3.73357630611
713,3,0,1,2,2,1,3,0,3,0.321743949942
714,1,1,0,3,0,2,3,0,0,28.5990765675
715,5,0,0,5,3,1,2,1,2,0.0409289277059
716,3,1,0,4,2,0,5,1,2,0.088239052775
717,2,1,1,3,1,0,5,0,4,0.0355913497307
718,3,0,0,6,2,0,4,3,3,0.0
719,5,0,0,5,1,0,3,0,4,0.883509444473
720,3,0,0,0,3,0,4,4,2,0.096249733206
721,9,1,0,4,2,0,5,0,2,0.0441467438981
722,0,1,0,4,1,0,2,1,4,0.0845730859372
723,4,0,0,5,1,5,4,3,1,0.0
724,4,0,0,2,2,0,1,1,3,1.7739563434
725,3,0,1,7,2,0,5,0,3,0.0493981636366
726,5,0,0,5,1,0,4,0,3,2.7590312728
727,5,0,1,5,0,0,7,1,1,11.5613972325
728,9,2,0,5,0,0,2,0,2,0.233456811224
729,4,0,1,4,2,0,6,0,3,0.0474795853869
730,0,1,0,1,3,0,2,0,2,0.623447478391
731,1,1,0,2,2,0,3,0,2,1.8176698031
732,3,0,0,2,2,1,0,0,3,2.31194432128
733,4,1,0,3,2,0,3,1,3,0.0929003612411
734,3,0,0,4,0,0,0,2,4,4.04083480831
735,6,0,0,1,0,0,6,0,3,16.897030647
736,0,0,0,5,3,4,4,3,0,0.18333704668
737,6,1,0,2,2,0,3,0,3,0.139506429651
738,4,1,0,2,0,0,4,0,2,12.9183898153
739,2,1,0,4,0,0,4,0,3,4.57096365473
740,6,1,0,3,2,2,5,1,0,0.394601253756
741,1,0,0,2,0,0,3,1,4,14.0880049914
742,2,1,0,3,1,0,3,0,2,3.43334820716
743,1,1,1,8,2,0,2,4,1,0.0
744,1,0,1,4,0,0,1,0,3,15.8878843687
745,3,2,0,3,0,0,0,1,0,13.0116642812
746,3,1,0,2,1,3,3,1,1,1.01307138344
747,2,1,0,2,1,0,3,0,4,0.386505165476
748,8,2,0,4,2,0,1,0,1,0.133649150949
749,5,1,0,3,3,0,3,0,2,0.177931816777
750,8,0,0,3,2,0,3,2,3,0.189099244085
751,3,0,0,3,0,0,3,1,5,1.18071965438
752,1,0,0,5,0,0,5,0,4,7.6901888491
753,4,1,0,3,0,0,9,0,3,1.17460987257
754,4,1,0,4,2,0,2,1,1,1.18945728253
755,4,1,0,3,5,0,3,0,1,0.0490852724958
756,14,2,1,9,1,2,2,0,0,0.0
757,3,0,0,4,1,2,2,2,2,2.1227568323
758,10,0,0,5,2,0,2,0,3,0.0
759,5,0,0,8,2,0,1,0,3,0.451149907917
760,11,2,0,6,0,0,5,1,0,0.282469996952
761,3,1,0,4,1,0,6,1,2,0.917415414904
762,2,1,0,3,1,0,3,0,1,8.73318830434
763,5,0,1,1,1,0,4,0,3,1.42201879635
764,7,0,0,5,2,0,0,3,3,0.0898768422424
765,1,1,0,5,0,0,3,2,3,0.907528358378
766,6,0,0,8,2,0,1,0,3,0.237855070577
767,5,0,0,4,2,0,5,0,4,0.0907015317234
768,1,1,0,4,1,0,3,2,3,0.526196900508
769,2,1,0,2,2,0,4,0,2,1.26978393933
770,3,0,1,2,1,0,7,0,0,16.3044685801
771,3,0,0,5,2,2,5,2,2,0.219144138799
772,6,0,0,9,3,0,4,5,1,0.0
773,4,1,1,5,0,0,10,0,1,1.36418227367
774,0,1,0,1,2,0,3,0,3,0.798668343184
775,12,1,0,8,2,0,2,0,2,0.0
776,8,0,2,5,1,0,3,2,0,0.0487906480529
777,4,1,0,4,2,1,2,2,0,0.577942900215
778,6,0,0,6,1,0,4,2,4,0.0
779,1,0,0,1,1,0,5,2,3,4.90473093523
780,3,0,0,2,1,0,2,0,3,10.5442595817
781,5,0,0,1,1,0,7,3,2,1.52429144536
782,5,0,1,2,0,0,2,2,2,7.22658241872
783,5,1,0,1,1,0,17,0,1,0.487778459171
784,2,1,0,5,0,0,3,1,2,6.73853992725
785,4,0,0,3,2,0,2,0,0,9.65950166257
786,3,1,1,7,0,1,1,0,1,3.47788413979
787,7,0,0,5,2,0,7,0,3,0.132335658603
788,0,0,1,6,0,0,4,0,3,6.86886884571
789,2,0,0,6,2,0,4,0,4,0.188906972494
790,1,0,0,3,0,0,4,0,3,28.1950761869
791,2,0,0,2,2,0,2,0,3,3.3759532358
792,2,2,0,4,1,1,2,1,3,0.0
793,2,1,1,4,1,0,3,0,2,0.577334434681
794,4,1,0,4,2,0,9,0,4,0.0
795,5,0,0,0,3,2,6,2,3,0.0
796,6,1,0,3,1,1,3,0,1,2.71193668824
797,1,0,0,2,0,0,24,0,5,0.0
798,2,1,0,5,5,0,3,0,2,0.0
799,0,0,1,4,0,3,4,3,1,2.01410080022
800,2,0,2,5,4,0,4,2,1,0.0
801,13,0,0,1,3,0,2,0,2,0.278065573546
802,4,2,0,7,2,0,3,0,1,0.188436790463
803,2,0,0,2,2,0,3,0,4,0.815885426743
804,4,0,0,3,1,0,6,2,4,0.123878183963
805,2,0,1,3,2,0,3,0,4,0.144786730322
806,5,0,0,4,0,0,5,1,5,0.0495434021952
807,4,1,2,2,2,0,6,2,1,0.0
808,1,0,0,4,0,0,5,4,4,0.337439494556
809,4,0,0,1,1,2,6,5,3,0.0481983284662
810,2,1,0,5,0,0,5,1,1,12.8345485923
811,11,1,0,3,2,0,2,0,3,0.0475708143185
812,3,1,0,1,0,0,5,1,2,9.52622110388
813,1,2,1,4,0,0,2,0,0,7.29587313924
814,8,1,1,4,2,0,4,0,1,0.0864414987938
815,2,0,0,3,0,3,2,4,1,8.55607447041
816,4,0,0,3,0,0,3,0,4,9.63960994917
817,1,2,0,6,0,0,1,2,0,6.33897833421
818,4,0,1,5,1,0,3,2,2,0.803662744688
819,0,1,0,4,1,0,3,0,2,4.49131525953
820,3,0,1,2,0,0,2,4,4,0.0499450632658
821,3,0,0,0,0,1,3,0,4,13.1050353522
822,0,1,0,4,1,0,3,1,2,2.56141643329
823,2,0,0,1,0,0,4,4,4,0.696958982145
824,10,0,0,6,2,0,6,0,2,0.0447968101671
825,3,0,0,0,2,1,4,6,1,0.225595854341
826,0,0,0,5,1,1,2,1,3,4.41405810154
827,2,1,2,4,0,0,3,1,1,1.15837015136
828,6,1,1,1,1,0,15,3,2,0.0
829,1,0,0,4,1,0,6,2,4,0.556764525192
830,4,0,0,2,0,0,5,2,3,8.42726043056
831,4,0,0,1,0,0,3,1,2,34.5620280491
832,2,2,0,4,0,0,1,3,1,1.36784129248
833,3,0,0,1,0,0,1,3,2,30.8139922827
834,3,0,0,4,0,0,4,2,3,7.10266237152
835,2,1,1,1,1,1,5,0,1,2.24493257047
836,2,0,0,5,0,0,1,2,3,13.7095379608
837,13,1,0,3,1,1,0,0,0,2.41517775152
838,6,0,0,5,1,0,3,1,3,1.13084430149
839,6,0,0,3,2,0,3,0,3,0.717541302094
840,2,0,0,7,0,1,5,2,3,1.17844754868
841,5,1,0,2,1,0,4,0,2,2.03617797038
842,3,2,0,2,1,0,4,0,0,4.13240940088
843,8,0,0,4,3,0,9,0,2,0.0450471102897
844,5,1,0,3,1,0,0,2,3,0.13324330325
845,3,0,0,2,1,4,8,2,3,0.0
846,5,2,0,5,1,0,3,0,1,0.398218863567
847,1,0,0,8,0,0,1,0,5,2.5140135702
848,0,0,0,5,2,0,5,0,4,0.866171326133
849,1,0,0,4,1,0,3,1,5,0.391942822055
850,5,0,0,7,1,0,4,0,3,1.58916176262
851,8,0,0,5,3,1,3,1,2,0.0469849961343
852,0,0,0,5,0,0,4,1,3,20.6700022843
853,1,0,0,3,1,0,1,0,5,2.14892727908
854,5,0,0,1,1,0,2,0,4,2.800411914
855,8,1,0,9,1,0,5,0,2,0.0
856,7,0,0,2,1,0,5,0,0,17.4220409068
857,3,0,0,5,0,0,3,1,3,13.2353434758
858,2,1,2,4,2,0,6,0,1,0.0
859,3,1,0,2,1,0,2,1,0,12.8213060122
860,1,0,1,3,2,1,5,0,4,0.0487626364907
861,9,0,0,4,2,0,5,0,3,0.137738030418
862,7,0,0,2,1,0,7,2,3,0.098766723505
863,3,0,0,4,2,1,1,0,3,0.962326227545
864,1,0,0,6,4,0,2,0,4,0.0
865,3,0,0,2,2,0,5,2,6,0.0
866,1,0,0,6,3,0,3,0,3,0.279786206943
867,5,1,0,1,1,1,7,0,1,3.7854914003
868,5,0,0,6,0,0,3,0,4,3.61529639216
869,3,0,0,2,2,0,4,2,2,1.90101783289
870,2,1,0,1,3,0,4,0,1,0.68757339981
871,2,0,0,2,1,1,4,0,4,2.65355555861
872,5,2,0,3,2,0,4,0,0,0.357147477741
873,3,1,0,5,0,0,5,1,4,0.0438345172123
874,1,0,1,4,1,0,8,4,1,0.595153375853
875,0,1,0,3,1,0,8,0,2,3.19899008384
876,11,0,2,2,1,0,4,0,0,1.74079223974
877,11,0,0,17,3,2,25,3,1,0.0
878,0,0,0,3,0,2,2,6,1,7.73584241704
879,5,0,0,3,2,0,3,0,2,3.44278334562
880,6,0,0,2,1,0,4,0,2,11.3823302651
881,2,0,0,2,0,1,4,1,4,4.86891411288
882,4,1,1,3,1,0,3,0,4,0.0
883,4,1,0,4,2,0,4,0,2,0.709753516804
884,6,1,0,3,2,0,8,0,1,0.649711405897
885,2,2,0,4,1,0,3,2,1,0.46949381176
886,2,2,0,2,0,0,6,5,1,0.0955220890713
887,0,0,0,3,2,0,1,0,4,2.05639653014
888,5,0,0,1,1,0,0,2,4,1.22174061166
889,0,0,0,3,1,0,2,4,3,1.64698346241
890,3,1,1,1,0,0,5,0,3,0.805883847867
891,0,0,0,4,1,0,3,0,4,4.7292304939
892,4,4,0,1,3,0,7,1,0,0.0
893,3,0,1,2,1,0,8,1,3,0.241864026021
894,5,0,0,4,0,0,8,0,3,8.45501292933
895,4,0,1,2,1,1,6,1,2,0.781301458238
896,3,0,0,2,1,0,4,1,3,4.86789465601
897,7,0,1,6,4,0,3,0,1,0.12984383038
898,1,2,0,2,1,1,4,0,1,1.36994483048
899,1,0,0,3,2,0,3,0,5,0.169411784865
900,3,0,0,4,0,0,4,0,5,2.47170549468
901,2,0,0,1,2,0,2,1,5,0.176028203809
902,5,1,0,3,2,0,3,1,2,0.119688817509
903,5,0,0,2,5,0,4,1,3,0.0
904,1,0,1,4,1,0,3,0,2,8.05350763182
905,4,1,0,6,2,0,6,0,2,0.0475765355954
906,4,0,0,4,1,0,1,3,3,0.864153791792
907,3,1,0,4,1,0,4,1,2,1.03069994747
908,7,0,1,5,0,0,1,0,3,1.64596041988
909,3,3,0,8,3,0,5,0,0,0.0
910,8,0,0,10,0,0,6,0,2,3.51399909323
911,2,0,0,4,0,0,4,1,3,17.5163321405
912,5,1,1,5,0,0,1,0,1,6.16660727646
913,3,0,0,0,2,0,5,0,4,1.09714247811
914,3,2,0,3,1,0,6,0,1,0.853693236343
915,10,0,1,7,2,0,1,0,1,0.182041594411
916,2,0,0,0,1,1,5,0,6,0.232938522092
917,2,0,0,3,1,0,2,4,3,0.825117666164
918,5,1,0,1,0,0,0,2,2,7.9163059132
919,3,1,1,7,3,0,4,0,1,0.0
920,4,0,0,7,1,0,8,4,2,0.0879063765318
921,0,0,0,3,0,1,6,5,2,3.25046747467
922,4,1,0,3,0,0,6,0,2,7.54558333496
923,1,1,0,3,0,4,4,2,2,0.181092130443
924,8,0,0,4,1,1,4,0,3,0.738354711193
925,7,0,0,3,3,2,7,0,2,0.045396428122
926,6,2,0,8,0,0,0,0,2,0.378503268411
927,3,1,1,7,0,0,6,0,2,0.740174984779
928,2,0,0,4,0,0,0,2,3,18.7724625954
929,2,0,1,6,1,0,4,0,4,0.0
930,0,1,1,6,0,1,1,1,0,14.5089803207
931,3,1,0,3,0,0,2,3,3,0.553620392001
932,3,0,0,4,0,0,1,1,3,21.3943887806
933,8,1,2,1,1,0,3,0,1,0.140340500149
934,0,0,1,2,0,0,5,0,6,0.456057549422
935,5,1,0,1,0,0,3,0,2,12.5992327491
936,7,0,1,3,1,0,8,0,2,0.741188257105
937,4,0,1,3,1,0,5,0,3,0.92997339066
938,3,0,0,3,1,0,8,0,4,0.761055235367
939,14,0,0,8,3,2,11,1,0,0.0
940,2,0,0,3,0,0,2,1,3,23.1788451961
941,5,0,1,9,1,0,1,4,2,0.0
942,6,0,0,3,3,0,2,0,2,0.690742453784
943,0,2,0,7,3,0,6,0,1,0.0
944,8,0,0,3,2,0,1,0,3,0.882722787207
945,2,0,0,6,0,1,5,4,2,1.29432089322
946,5,0,0,4,1,0,4,1,3,1.41840805562
947,6,2,0,5,0,0,4,0,2,0.423181502354
948,5,1,0,4,0,0,2,1,2,5.36819094253
949,5,0,0,3,0,0,3,0,5,1.89692279943
950,0,0,0,3,1,0,3,4,5,0.0494202179651
951,7,0,2,4,0,2,6,2,1,0.0
952,1,0,0,5,1,0,2,3,3,1.61515565843
953,0,2,0,1,1,0,2,0,0,7.64378230069
954,1,0,0,8,3,1,3,0,3,0.09848916555
955,4,1,0,4,4,0,2,0,2,0.0
956,4,0,0,6,3,0,2,2,4,0.0
957,6,0,0,5,1,0,0,1,3,2.06939904827
958,5,0,0,6,0,0,3,2,4,0.797050442953
959,6,1,0,1,1,0,5,0,1,5.15994961981
960,2,1,1,6,1,0,7,0,2,0.133718288351
961,3,0,1,1,2,0,3,1,3,0.187212090113
962,5,1,1,5,5,0,3,1,0,0.0468639865846
963,11,1,1,3,1,0,3,0,1,0.14299540111
964,5,0,3,2,2,0,7,0,0,0.14240620734
965,2,1,0,5,1,0,3,0,1,6.18366635231
966,7,1,0,8,2,0,5,0,1,0.047523708608
967,5,0,0,8,1,0,4,2,4,0.0497191731653
968,2,1,0,6,1,0,6,0,1,3.75736514751
969,2,0,0,6,1,1,1,0,3,4.50336268953
970,6,1,0,1,2,0,4,2,0,1.48408980613
971,1,1,1,2,2,0,5,0,3,0.0480721471623
972,6,0,0,5,2,0,3,0,2,1.64940123036
973,4,0,1,3,0,1,3,2,2,2.60902515777
974,4,1,0,5,0,3,6,2,1,0.326953834032
975,6,1,0,4,0,0,7,0,4,0.196406319691
976,3,0,0,4,4,0,5,0,1,0.657985579465
977,2,1,1,2,1,0,1,0,2,1.5203656432
978,12,0,0,4,0,2,4,0,2,1.06717150823
979,1,1,0,4,0,0,2,1,2,11.5378472981
980,9,0,1,5,0,1,1,0,2,2.08366584457
981,1,1,0,8,3,1,2,0,4,0.0
982,10,0,0,7,2,1,1,0,2,0.0935094625783
983,4,0,0,10,0,1,8,2,2,0.52041209927
984,3,0,0,4,1,1,3,2,4,0.0973445888704
985,3,1,0,2,0,0,1,0,5,0.870965135319
986,7,0,0,2,2,0,1,0,3,1.04717963949
987,8,1,0,0,3,0,2,0,3,0.0
988,3,1,0,5,2,0,2,2,2,0.180087015996
989,4,1,1,4,0,0,1,0,1,9.21565743232
990,10,1,1,8,0,0,3,0,1,0.19158711276
991,8,0,1,3,0,0,6,2,1,3.81407979035
992,2,0,0,6,3,0,3,1,3,0.129341073079
993,7,0,0,1,0,0,1,0,3,25.7528252234
994,2,3,0,5,1,0,1,0,1,0.388651107469
995,3,0,0,6,1,0,2,0,4,1.48301763553
996,5,0,0,1,0,0,2,0,3,28.1735679805
997,1,1,0,3,0,0,0,1,3,6.85215718055
998,1,0,0,11,0,0,3,0,4,3.18877932559
999,2,0,0,5,0,0,3,0,4,10.2078273299
